"start_time";"end_time";"pergunta";"referencias";"resposta"
"2026-03-09 15:22:43.754273";"2026-03-09 15:23:04.861225";manutenç?o crédito agropecuários;{P_24_2023_SEI.docx,P_112_2023_SEI.docx,P_52_2023_SEI.docx,P_107_2022_SEI.docx,P_123_2022_SEI.docx,P_165_2024_SEI.docx,P_59_2025_SEI.docx};"<div> <strong>Manutenç?o de Crédito de ICMS para Atividades Agropecuárias</strong><br> <p>A manutenç?o do crédito de ICMS para produtores agropecuários depende do tratamento tributário da operaç?o de saída do produto. A legislaç?o prev? situaç?es em que o crédito é mantido e outras em que ele deve ser estornado (anulado).</p> <p>As regras para manutenç?o e estorno de crédito s?o detalhadas da seguinte forma:</p> <ul>     <li><strong>Saídas com Manutenç?o de Crédito:</strong> A legislaç?o pode prever isenç?o para certas operaç?es, permitindo que o produtor mantenha os créditos de ICMS relativos aos insumos utilizados. Um exemplo é a saída de gado bovino para recria ou engorda, que é isenta com manutenç?o do crédito. <a href=""/pdf/?file=P_123_2022_SEI.docx""> P_123_2022_SEI.docx </a></li>     <br>     <li><strong>Saídas sem Manutenç?o de Crédito (Obrigaç?o de Estorno):</strong> Em outras situaç?es, a isenç?o ou n?o incid?ncia na saída obriga o contribuinte a estornar o crédito apropriado na entrada dos insumos. A saída de gado para abate, por exemplo, é isenta, porém sem manutenç?o do crédito, o que gera a obrigaç?o de estorno. <a href=""/pdf/?file=P_123_2022_SEI.docx""> P_123_2022_SEI.docx </a></li>     <br>     <li><strong>Cálculo do Estorno:</strong> O estorno deve corresponder aos créditos dos insumos que foram efetivamente empregados na produç?o dos bens cuja saída foi isenta (sem manutenç?o de crédito) ou n?o tributada. O cálculo pode ser complexo, especialmente na atividade agropecuária, mas deve ser realizado no período em que ocorre a saída isenta. Se houver saídas tributadas e isentas no mesmo período, o estorno deve ser proporcional. <a href=""/pdf/?file=P_123_2022_SEI.docx""> P_123_2022_SEI.docx </a></li>     <br>     <li><strong>Estorno em Saídas com Reduç?o de Base de Cálculo:</strong> Para saídas com reduç?o de base de cálculo, a manutenç?o do crédito é condicional. O estorno n?o é necessário se a carga tributária da operaç?o de entrada for menor ou igual ? da saída. Caso contrário, o estorno proporcional é obrigatório, calculado com base na diferença entre as cargas tributárias. <a href=""/pdf/?file=P_24_2023_SEI.docx""> P_24_2023_SEI.docx </a></li>     <br>     <li><strong>Estorno por Quebra Técnica:</strong> A baixa de estoque por perdas ocorridas durante a armazenagem, como a ""quebra técnica"", também exige o estorno dos créditos de ICMS correspondentes aos produtos perdidos. <a href=""/pdf/?file=P_107_2022_SEI.docx""> P_107_2022_SEI.docx </a></li> </ul> <p>É importante destacar que existe um regime alternativo para produtores agropecuários, o <strong>Crédito Presumido</strong>. Quando um produtor opta por este benefício, ele é concedido <em>em substituiç?o a qualquer outro crédito</em>. Isso significa que, nesse regime, o produtor n?o apropria os créditos de ICMS das notas de entrada de insumos. <a href=""/pdf/?file=P_127_2018 SEI.doc""> P_127_2018 SEI.doc </a> e <a href=""/pdf/?file=P_59_2025_SEI.docx""> P_59_2025_SEI.docx </a></p> </div>"
"2026-03-09 15:33:53.541213";"2026-03-09 15:34:14.188259";um contribuinte que era do simples nacional, mas foi desqualificado na virada do ano. Ele n?o tinha visto, ent?o continuou emitindo as notas como se fosse do simples, sem o destaque do ICMS nas NFCes. Como ele pode se regularizar?;{P_175_2024_SEI.docx,P_226_2021_SEI.docx,P_67_2021_SEI.docx,P_205_2023_SEI.docx,P_91_2021_SEI.docx,P_216_2023_SEI.docx,P_76_2023_SEI.docx,P_96_2022_SEI.docx};"<div class=""resposta-assistente"">  <strong>Regularizaç?o de Notas Fiscais Emitidas Incorretamente Após Exclus?o do Simples Nacional</strong><br>  <p>Um contribuinte que foi excluído de ofício do Simples Nacional deve, a partir da data de efeito da exclus?o, seguir as normas de tributaç?o aplicáveis ?s demais pessoas jurídicas, ou seja, o regime normal de apuraç?o. Isso inclui a obrigaç?o de destacar o ICMS em seus documentos fiscais e entregar a Escrituraç?o Fiscal Digital (EFD) com a movimentaç?o completa da empresa.</p>  <p>Para corrigir as Notas Fiscais de Consumidor Eletrônica (NFC-e) emitidas indevidamente sem o destaque do ICMS, como se a empresa ainda fosse optante pelo Simples Nacional, o contribuinte deve adotar os seguintes procedimentos:</p>  <ul>   <li>    <strong>Registro na EFD:</strong> Os documentos fiscais emitidos de forma incorreta devem ser registrados na <strong>Escrituraç?o Fiscal Digital (EFD)</strong> com o devido débito do ICMS correspondente ? operaç?o, conforme as regras do regime normal.    <a href=""/pdf/?file=P_116_2018_SEI.doc""> P_116_2018 SEI.doc </a>   </li>   <li>    <strong>Pagamento do Imposto:</strong> O saldo devedor de ICMS apurado no regime normal deve ser recolhido com os acréscimos legais. É importante ressaltar que é vedada a compensaç?o deste imposto com valores eventualmente pagos indevidamente pelo PGDAS (documento de arrecadaç?o do Simples Nacional).    <a href=""/pdf/?file=P_116_2018_SEI.doc""> P_116_2018 SEI.doc </a>   </li>   <li>    <strong>Comunicaç?o aos Destinatários:</strong> Os destinatários dos documentos fiscais emitidos com erro devem ser comunicados sobre a incorreç?o. Caso o destinatário tenha interesse em se creditar do ICMS, o contribuinte deverá emitir um <strong>documento fiscal complementar</strong> para corrigir a situaç?o.    <a href=""/pdf/?file=P_116_2018_SEI.doc""> P_116_2018 SEI.doc </a>   </li>   <li>    <strong>Registro da Ocorr?ncia:</strong> Para validar o procedimento de regularizaç?o espontânea, é necessário que o contribuinte registre o fato no <strong>Livro Registro de Utilizaç?o de Documentos Fiscais e Termo de Ocorr?ncias (RUDFTO)</strong>.    <a href=""/pdf/?file=P_216_2023_SEI.docx""> P_216_2023_SEI.docx </a>   </li>  </ul>  <p>Um caso analisado pela fiscalizaç?o considerou aceitável o procedimento de um contribuinte que, ao identificar a emiss?o de NFC-e sem o destaque do ICMS, registrou espontaneamente os documentos na EFD do mesmo m?s, informando os valores corretos da base de cálculo e do imposto, e realizou o pagamento correspondente. A decis?o se baseou no fato de as operaç?es serem destinadas a consumidor final e terem sido regularizadas dentro do período.   <a href=""/pdf/?file=P_216_2023_SEI.docx""> P_216_2023_SEI.docx </a>  </p> </div>"
"2026-03-10 10:55:40.318519";"2026-03-10 10:56:02.751718";conv?nio icms 52/91;{P_115_2023_SEI.docx,P_16_2024_SEI.docx,P_207_2022_SEI.docx,P_04_2023_SEI.docx,P_58_2021_SEI.docx,P_97_2024_SEI.docx,P_21_2024_SEI.docx,P_123_2024_SEI.docx};"<div> <strong>Conv?nio ICMS 52/91</strong><br> <p>O Conv?nio ICMS 52/91 estabelece o benefício fiscal da reduç?o da base de cálculo do ICMS para operaç?es com equipamentos industriais e implementos agrícolas. Em Goiás, este conv?nio foi incorporado ? legislaç?o pelo Decreto n? 4.852/97 (RCTE-GO), especificamente no Anexo IX, art. 9?, inciso I. <a href=""/pdf/?file=P_21_2024_SEI.docx""> P_21_2024_SEI.docx </a> </p> <p>A aplicaç?o do benefício resulta nos seguintes percentuais sobre o valor da operaç?o:</p> <ul>     <li><strong>8,80%</strong>: Nas saídas internas e interestaduais com máquinas, aparelhos e equipamentos industriais listados no Ap?ndice V do Anexo IX do RCTE-GO. <a href=""/pdf/?file=P_21_2024_SEI.docx""> P_21_2024_SEI.docx </a> <a href=""/pdf/?file=P_115_2023_SEI.docx""> P_115_2023_SEI.docx </a></li>     <li><strong>7%</strong>: Na saída interestadual com máquinas e implementos agrícolas listados no Ap?ndice VI do Anexo IX do RCTE-GO. <a href=""/pdf/?file=P_21_2024_SEI.docx""> P_21_2024_SEI.docx </a></li>     <li><strong>5,60%</strong>: Na saída interna com máquinas e implementos agrícolas listados no Ap?ndice VI do Anexo IX do RCTE-GO. <a href=""/pdf/?file=P_21_2024_SEI.docx""> P_21_2024_SEI.docx </a></li> </ul> <p>O benefício fiscal concedido por este conv?nio tem vig?ncia prevista até <em>30 de abril de 2024</em>. <a href=""/pdf/?file=P_115_2023_SEI.docx""> P_115_2023_SEI.docx </a></p> <p><strong>Condiç?es de Aplicaç?o</strong><br> A aplicaç?o do benefício está condicionada a dois fatores: ser uma operaç?o de saída (interna ou interestadual) e a mercadoria estar expressamente listada, com seu respectivo código NCM/SH e descriç?o, nos Ap?ndices V ou VI do Anexo IX do RCTE-GO. A legislaç?o n?o imp?e restriç?es quanto ao destinatário, sendo aplicável a vendas para pessoas físicas ou jurídicas, contribuintes ou n?o do ICMS. A finalidade ou destinaç?o dos produtos n?o é um critério para a fruiç?o do benefício. <a href=""/pdf/?file=P_21_2024_SEI.docx""> P_21_2024_SEI.docx </a></p> <p>Nas vendas interestaduais destinadas a consumidor final n?o contribuinte do imposto, o remetente é responsável pelo recolhimento do diferencial de alíquotas (DIFAL), conforme o Conv?nio ICMS 236/21. <a href=""/pdf/?file=P_21_2024_SEI.docx""> P_21_2024_SEI.docx </a></p> <p><strong>Contribuiç?o ao Fundo PROTEGE GOIÁS</strong><br> As operaç?es amparadas pela reduç?o de base de cálculo prevista no art. 9?, I, “a” e “b” do Anexo IX do RCTE-GO (originada do Conv?nio ICMS 52/91) <em>n?o est?o sujeitas</em> ? contribuiç?o ao Fundo PROTEGE GOIÁS. <a href=""/pdf/?file=P_21_2024_SEI.docx""> P_21_2024_SEI.docx </a></p> </div>"
"2026-03-10 12:01:44.145902";"2026-03-10 12:02:10.780209";devoluç?o;{P_155_2022_SEI.docx,P_202_2022_SEI.docx,P_102_2023_SEI.docx,P_126_2023_SEI.docx,P_080_2020_SEI.docx};"<div>     <strong>Devoluç?o de Mercadorias</strong><br>     <p>A seguir est?o os procedimentos e regras sobre a devoluç?o de mercadorias, com base nos documentos fornecidos.</p>          <p><strong>Devoluç?o de Entradas (Insumos) com Crédito Outorgado e Estorno de Crédito</strong></p>     <p>Uma empresa que utiliza o benefício fiscal de crédito outorgado, condicionado ao estorno de quaisquer créditos pelas entradas, tem o direito de recuperar o crédito do ICMS correspondente ?s devoluç?es de insumos, equipamentos e materiais. O procedimento correto a ser adotado é deduzir da base do estorno total dos créditos o valor das mercadorias devolvidas, utilizando para o cálculo a mesma alíquota com que a mercadoria foi originalmente adquirida.     <a href=""/pdf/?file=P_102_2023_SEI.docx""> P_102_2023_SEI.docx </a>      </p>          <p><strong>Devoluç?o de Saídas (Vendas) com Crédito Outorgado e Vedaç?o de Crédito</strong></p>     <p>Para empresas que usufruem de crédito outorgado com a condiç?o de vedaç?o ao aproveitamento de ""quaisquer créditos do ICMS relativos ?s entradas"", n?o é possível aproveitar o crédito de ICMS decorrente das devoluç?es de mercadorias vendidas. A regra específica do benefício prevalece sobre a regra geral de creditamento. O procedimento correto é deduzir o valor das devoluç?es do valor total das saídas do período em que a devoluç?o ocorrer, antes de calcular o valor do crédito outorgado a ser aproveitado.     <a href=""/pdf/?file=P_014_2018 SEI.doc""> P_014_2018 SEI.doc </a>      </p>          <p><strong>Obrigatoriedade de Escrituraç?o (SPED/EFD) na Devoluç?o por Construtoras</strong></p>     <p>Uma empresa construtora, mesmo que se declare n?o contribuinte do ICMS, tem a obrigatoriedade de enviar a Escrituraç?o Fiscal Digital (EFD) nos meses em que realiza a devoluç?o de mercadorias. Isso ocorre porque a operaç?o de devoluç?o é legalmente classificada como uma ""saída de mercadoria adquirida de terceiros"", o que gera a obrigaç?o acessória.     <a href=""/pdf/?file=P_202_2022_SEI.docx""> P_202_2022_SEI.docx </a>      </p>          <p><strong>Procedimento para Devoluç?o a uma Filial Encerrada</strong></p>     <p>Caso um cliente precise devolver uma mercadoria a uma filial que teve suas atividades encerradas, a devoluç?o pode ser recebida por outra filial ativa da mesma empresa. O procedimento a ser adotado pela filial ativa é:     <ul>         <li>Emitir uma nota fiscal eletrônica de entrada.</li>         <li>No campo ""Informaç?es Complementares"" da nota, mencionar os dados do documento fiscal original da venda.</li>         <li>Incluir uma observaç?o de que a devoluç?o está sendo acatada em funç?o do encerramento das atividades da filial vendedora original.</li>         <li>O Código Fiscal de Operaç?es e Prestaç?es (CFOP) sugerido para a operaç?o é o 2.949 – entrada de mercadoria em devoluç?o.</li>     </ul>     <a href=""/pdf/?file=P_155_2022_SEI.docx""> P_155_2022_SEI.docx </a>      </p> </div>"
"2026-03-10 12:02:34.317096";"2026-03-10 12:02:48.048290";desfazimento;{P_36_2022_SEI.docx,P_190_2022_SEI.docx,P_245_2022_SEI.docx,P_187_2022_SEI.docx,P_45_2022_SEI.docx,P_55_2024_SEI.docx,P_201_2022_SEI.docx};"<div> <strong>Desfazimento da Antecipaç?o do ICMS</strong><br> <p>Sim, é correto o entendimento de que deve ocorrer o desfazimento da antecipaç?o do ICMS em casos de transfer?ncia interestadual de mercadorias para evitar a dupla tributaç?o. Essa situaç?o foi analisada no contexto de uma empresa que pagou o imposto antecipadamente através de um Termo de Acordo de Regime Especial (TARE) e, posteriormente, transferiu peças novas e n?o utilizadas para outros estados, uma operaç?o n?o prevista no acordo. A antecipaç?o, nesse caso, funciona de forma análoga ? substituiç?o tributária, e como o consumo final n?o ocorreu em Goiás, o desfazimento é considerado razoável. <a href=""/pdf/?file=P_006_2018_CS.doc""> P_006_2018_CS.doc </a>  </p> <p>Para realizar o desfazimento, a empresa pode se creditar de dois valores, com base nos artigos 32, § 5?, e 45, inciso II e § 1?, do Anexo VIII do RCTE-GO: </p> <ul> <li>Do valor do ICMS recolhido antecipadamente conforme o TARE.</li> <li>Do valor do ICMS destacado no documento fiscal de aquisiç?o da mercadoria.</li> </ul> <p>O ajuste fiscal se completa com a emiss?o de uma nota fiscal de saída interestadual com o devido destaque do ICMS (alíquota de 12%), gerando o débito correspondente. A empresa arcará com o imposto sobre a diferença entre o débito da saída e o crédito total da entrada. <a href=""/pdf/?file=P_006_2018_CS.doc""> P_006_2018_CS.doc </a>  </p> </div>"
"2026-03-10 14:19:54.192904";"2026-03-10 14:20:09.124360";subfaturamento;{P_47_2022_SEI.docx,P_93_2021_SEI.docx,P_29_2021_SEI.docx,P_49_2024_SEI.docx,P_90_2022_SEI.docx};"<div id=""response-container"">     <strong>Subfaturamento e a Base de Cálculo do ICMS</strong><br>     <p>         O subfaturamento ocorre quando o valor de uma mercadoria, bem ou serviço é declarado por um valor inferior ao real. A autoridade fiscal (Fisco) pode questionar o valor declarado pelo contribuinte, especialmente quando este for inferior ao preço de refer?ncia estabelecido na pauta de valores.     </p>     <p>         No entanto, a simples diferença entre o valor declarado e o da pauta fiscal n?o é suficiente para que o Fisco presuma o subfaturamento e arbitre a base de cálculo do imposto. A pauta serve como um parâmetro, mas o que deve prevalecer é o valor real da operaç?o.     </p>     <ul>         <li>A desconsideraç?o do valor declarado só pode ocorrer mediante prova de sua falsidade ou quando for ""notoriamente inferior"" ao de mercado. A notoriedade se evidencia quando o valor é irrisório. <a href=""/pdf/?file=P_29_2021_SEI.docx"">P_29_2021_SEI.docx</a></li>         <li>Nos demais casos, a diferença entre o valor declarado e o da pauta é apenas um indício que demanda investigaç?o adicional por parte do Fisco. <a href=""/pdf/?file=P_90_2022_SEI.docx"">P_90_2022_SEI.docx</a></li>         <li>Cabe ao Fisco o ônus de produzir provas objetivas e contemporâneas ? negociaç?o para demonstrar a ocorr?ncia de subfaturamento. <a href=""/pdf/?file=P_29_2021_SEI.docx"">P_29_2021_SEI.docx</a></li>         <li>O subfaturamento deve ser comprovado materialmente, por meio de recibos, pedidos, faturas ou outros documentos, pois a tributaç?o n?o pode se basear em suposiç?es. <a href=""/pdf/?file=P_90_2022_SEI.docx"">P_90_2022_SEI.docx</a></li>     </ul> </div>"
"2026-03-10 15:03:24.146577";"2026-03-10 15:03:50.013781";há incid?ncia de ITCD na extinç?o de usufruto ?;{P_193_2023_SEI.docx,P_91_2023_SEI.docx,P_246_2022_SEI.docx,P_187_2022_SEI.docx,P_59_2024_SEI.docx,P_121_2023_SEI.docx};"<div id=""resposta"">     <strong>Incid?ncia de ITCD na Extinç?o de Usufruto</strong><br>     <p>     N?o. Atualmente, n?o existe hipótese vigente de cobrança de ITCD na extinç?o de usufruto. O Decreto n? 10.301, de 11 de agosto de 2023, aprovou a Súmula Administrativa n? 21, que declara a <strong>n?o incid?ncia</strong> do ITCD na extinç?o do usufruto ocorrida a qualquer tempo.     <a href=""/pdf/?file=P_193_2023_SEI.docx""> P_193_2023_SEI.docx </a>     </p>     <p>     Essa n?o incid?ncia significa que o fato gerador do tributo nunca existiu, tendo efeitos retroativos. A medida abrange todas as formas de extinç?o de usufruto previstas no artigo 1.410 do Código Civil (como renúncia, morte do usufrutuário, etc.), para casos ocorridos antes ou depois de 03 de agosto de 2013. Dessa forma, mesmo em situaç?es onde o imposto foi apurado, mas n?o pago, a Ger?ncia de ITCD deve reconhecer a n?o incid?ncia.     <a href=""/pdf/?file=P_193_2023_SEI.docx""> P_193_2023_SEI.docx </a>     </p>     <p>     É importante notar que a legislaç?o sobre o tema mudou ao longo do tempo. Para usufrutos instituídos antes de 03 de agosto de 2013, a cobrança na extinç?o era prevista por uma regra de transiç?o (artigo 2? da Lei n? 18.002/2013). Essa regra determinava que o ITCD remanescente deveria ser pago na extinç?o, caso o imposto tivesse incidido apenas sobre a nua propriedade na época da doaç?o.     <a href=""/pdf/?file=P_057_2019_SEI.doc""> P_057_2019_SEI.doc </a>     </p>     <p>     Posteriormente, a Lei n? 21.915/2023, em vigor desde 08 de maio de 2023, revogou essa regra de transiç?o. Contudo, o Decreto n? 10.301/2023 alterou radicalmente o cenário, estabelecendo a n?o incid?ncia de forma ampla e retroativa, pacificando o entendimento de que nunca existiu fato gerador de ITCD na extinç?o de usufruto.     <a href=""/pdf/?file=P_193_2023_SEI.docx""> P_193_2023_SEI.docx </a>     </p> </div>"
"2026-03-10 16:11:20.362729";"2026-03-10 16:11:37.517341";Conv?nio ICMS 236/2021;{P_16_2021_SEI.docx,P_16_2024_SEI.docx,P_207_2022_SEI.docx,P_45_2022_SEI.docx,P_251_2024_SEI.docx,P_68_2023_SEI.docx,P_247_2023_SEI.docx,P_23_2023_SEI.docx};"<div id=""resposta""> <strong>Conv?nio ICMS 236/2021</strong><br> <p>O Conv?nio ICMS n? 236/2021, que entrou em vigor em 1? de janeiro de 2022, revogou o Conv?nio ICMS n? 93/2015. Ele estabelece os procedimentos para operaç?es e prestaç?es destinadas a consumidor final n?o contribuinte do ICMS localizado em outra unidade federada. <a href=""/pdf/?file=P_207_2022_SEI.docx""> P_207_2022_SEI.docx </a>  </p> <p>De acordo com o conv?nio, nas operaç?es interestaduais destinadas a consumidor final n?o contribuinte, o remetente da mercadoria é o responsável pelo recolhimento do ICMS correspondente ? diferença entre a alíquota interna do Estado de destino e a alíquota interestadual (DIFAL). A Cláusula segunda, § 5?, do conv?nio determina que benefícios fiscais concedidos para operaç?es internas no estado de destino, como isenç?o ou reduç?o de base de cálculo, devem ser considerados no cálculo do DIFAL. <a href=""/pdf/?file=P_247_2023_SEI.docx""> P_247_2023_SEI.docx </a>  </p> <p>No caso específico do serviço de transporte interestadual de passageiros, quando o tomador n?o é contribuinte do imposto, o Conv?nio ICMS n? 236/2021 estabelece que n?o é devido o DIFAL. O ICMS é devido integralmente ? unidade federada onde a prestaç?o tem início, e deve ser recolhido pela alíquota interna daquele estado. Com a vig?ncia deste conv?nio, as orientaç?es do Parecer GEOT-15962 n? 260/2021, que determinavam o recolhimento do DIFAL para esse tipo de serviço, perderam seu efeito a partir de 1? de janeiro de 2022. <a href=""/pdf/?file=P_207_2022_SEI.docx""> P_207_2022_SEI.docx </a>  </p> </div>"
"2026-03-10 22:01:10.524804";"2026-03-10 22:01:24.912849";desmanche de veículos;{P_47_2023_SEI.docx,P_91_2022_SEI.docx,P_47_2022_SEI.docx,P_38_2024_SEI.docx,P_126_2023_SEI.docx,P_066_2020_SEI.docx,P_139_2020_SEI.docx};"<div> <strong>Tributaç?o em Operaç?es de Desmanche de Veículos</strong><br> <p>A tributaç?o relacionada ao desmanche de veículos é abordada no contexto de uma empresa optante pelo Simples Nacional, que atua no comércio varejista de peças e acessórios usados para veículos e adquire ""salvados"" de seguradoras.</p> <p>A análise distingue dois momentos da operaç?o:</p> <ul> <li><strong>Aquisiç?o dos veículos ""salvados"":</strong> A compra de veículos sinistrados (salvados) diretamente de seguradoras está fora do campo de incid?ncia do ICMS. Conforme a Súmula Vinculante 32 do STF, o ICMS n?o incide sobre a alienaç?o de salvados de sinistro pelas seguradoras. Portanto, a empresa que adquire esses veículos para desmanche n?o tem a obrigatoriedade de recolher o Diferencial de Alíquotas (DIFAL) nessa aquisiç?o.</li> <li><strong>Venda das peças após o desmanche:</strong> A saída das mercadorias (peças e acessórios) do estabelecimento da empresa, após o desmanche dos veículos, é uma operaç?o tributável. Esta venda está sujeita ? tributaç?o normal dentro do regime do Simples Nacional, incluindo o recolhimento da parcela referente ao ICMS sobre a receita auferida.</li> </ul> <p>Em resumo, a entrada do veículo para desmanche, quando adquirido de uma seguradora, n?o é tributada pelo ICMS, mas a saída das peças resultantes do desmanche é uma operaç?o tributável. <a href=""/pdf/?file=P_156_2018 SEI.doc""> P_156_2018 SEI.doc </a> </p> </div>"
"2026-03-06 09:20:48.845189";"2026-03-06 09:21:01.506918";qual o parecer que determina a apuraç?o do crédito outorgado do etanol anidro;{P_149_2022_SEI.docx,P_212_2023_SEI.docx,P_264_2023_SEI.docx,P_158_2023_SEI.docx,P_78_2022_SEI.docx,P_91_2022_SEI.docx,P_79_2021_SEI.docx,P_58_2022_SEI.docx,P_208_2023_SEI.docx};"<div id=""resposta""> <strong>Crédito Outorgado de Etanol Anidro</strong><br> <p>O documento P_79_2021_SEI.docx menciona a exist?ncia de um saldo credor acumulado de crédito outorgado do etanol anidro, citando como base legal o artigo 11, inciso XXVI, do Anexo IX do Regulamento do Código Tributário Estadual (RCTE). <a href=""/pdf/?file=P_79_2021_SEI.docx"">P_79_2021_SEI.docx</a>  </p> </div>"
"2026-03-11 08:58:11.398184";"2026-03-11 08:58:29.178123";qual parecer fala que combustíveis n?o usados no setor produtivo ?;{P_163_2022_SEI.docx,P_212_2023_SEI.docx,P_264_2023_SEI.docx,P_158_2023_SEI.docx,P_91_2022_SEI.docx,P_58_2022_SEI.docx,P_208_2023_SEI.docx};"<div> <strong>Crédito de ICMS sobre Combustíveis N?o Usados Diretamente na Produç?o</strong><br> <p>Os documentos <strong>P_049_2019_SEI.doc</strong> e <strong>P_050_2019_SEI.doc</strong> abordam a quest?o de combustíveis n?o utilizados diretamente no processo produtivo. Ambos analisam consultas de uma indústria farmac?utica que utiliza Gás Liquefeito de Petróleo (GLP) e Óleo BPF como combustível em caldeiras para gerar vapor, que é usado na esterilizaç?o das linhas de produç?o. <a href=""/pdf/?file=P_049_2019_SEI.doc""> P_049_2019_SEI.doc </a>  <a href=""/pdf/?file=P_050_2019_SEI.doc""> P_050_2019_SEI.doc </a>  </p> <p>A conclus?o em ambos os pareceres, com base na jurisprud?ncia do Superior Tribunal de Justiça (STJ), é que combustíveis consumidos no processo produtivo sem contato físico direto com o produto n?o se enquadram como ""matérias-primas"" ou ""produtos intermediários"". Por essa raz?o, s?o classificados como <em>material de uso ou consumo do estabelecimento</em>, e a apropriaç?o do crédito de ICMS sobre sua aquisiç?o n?o é permitida. <a href=""/pdf/?file=P_049_2019_SEI.doc""> P_049_2019_SEI.doc </a>  <a href=""/pdf/?file=P_050_2019_SEI.doc""> P_050_2019_SEI.doc </a>  </p> <p>Adicionalmente, os pareceres sobre a agroindústria (P_212_2023_SEI.docx, P_208_2023_SEI.docx e P_158_2023_SEI.docx) reiteram que n?o há direito a crédito para o combustível utilizado no transporte de matéria-prima ou de produtos em elaboraç?o, pois n?o é considerado consumido diretamente no processo de industrializaç?o. <a href=""/pdf/?file=P_212_2023_SEI.docx""> P_212_2023_SEI.docx </a>  <a href=""/pdf/?file=P_208_2023_SEI.docx""> P_208_2023_SEI.docx </a>  <a href=""/pdf/?file=P_158_2023_SEI.docx""> P_158_2023_SEI.docx </a>  </p> </div>"
"2026-03-11 09:00:25.202257";"2026-03-11 09:00:44.168089";Contribuinte do Simples Nacional de Goiás tem direito a benefício?;{P_98_2024_SEI.docx,P_88_2023_SEI.docx,P_208_2022_SEI.docx};"<div> <strong>Benefícios Fiscais para Contribuintes do Simples Nacional em Goiás</strong><br> <p>A aplicaç?o de benefícios fiscais a contribuintes optantes pelo Simples Nacional em Goiás depende da natureza do tributo e da especificidade da legislaç?o. A regra geral é restritiva, mas existem exceç?es importantes.</p> <p>De modo geral, as empresas do Simples Nacional n?o podem utilizar incentivos fiscais estaduais. A legislaç?o do regime, como a Lei Complementar n? 123/2006, veda o uso de benefícios como alteraç?es em bases de cálculo ou alíquotas, a menos que o benefício seja <em>específico</em> para microempresas e empresas de pequeno porte. Por exemplo, benefícios de isenç?o e crédito outorgado para a atividade de reciclagem, por serem de caráter geral, n?o se aplicam a optantes do Simples Nacional. <a href=""/pdf/?file=P_174_2018 SEI.doc""> P_174_2018 SEI.doc </a>  </p> <p>No entanto, há uma exceç?o para tributos que n?o est?o incluídos no recolhimento unificado do Simples Nacional, como é o caso do ICMS Diferencial de Alíquotas (DIFAL) na aquisiç?o de bens para o ativo imobilizado. Nesses casos, o contribuinte deve seguir a legislaç?o aplicável ?s demais pessoas jurídicas. Assim, um optante pelo Simples Nacional tem direito ao benefício de reduç?o da base de cálculo do ICMS DIFAL na aquisiç?o de uma Pá Carregadeira, mas, como contrapartida, também fica obrigado a recolher a contribuiç?o ao Fundo PROTEGE GOIÁS, que é uma condiç?o para a fruiç?o do benefício. <a href=""/pdf/?file=P_208_2022_SEI.docx""> P_208_2022_SEI.docx </a>  </p> <p>Além disso, a legislaç?o estadual pode criar benefícios fiscais destinados a favorecer operaç?es com empresas do Simples Nacional. Um exemplo é a reduç?o da base de cálculo do ICMS-ST em vendas internas destinadas a contribuintes do Simples, cujo objetivo é reduzir a carga tributária do adquirente. <a href=""/pdf/?file=P_029_2018_SEI.doc""> P_029_2018_SEI.doc </a>  </p> </div>"
